originalTitle,tconst
RRRrrrr!!!,tt0357111
Ruang rak noi nid mahasan,tt0345549
Rubber,tt1612774
Ruby Sparks,tt1839492
Rudy,tt0108002
Rugrats in Paris: The Movie - Rugrats II,tt0213203
Rules Don't Apply,tt1974420
Rules of Engagement,tt0160797
Rumor Has It...,tt0398375
Run,tt8633478
Run All Night,tt2199571
Run Fatboy Run,tt0425413
Run Hide Fight,tt11456054
Runaway Bride,tt0163187
Runaway Jury,tt0313542
Rundskop,tt1821593
Runner Runner,tt2364841
Running Scared,tt0404390
Running with Scissors,tt0439289
Runway 34,tt11460992
Rurôni Kenshin: Densetsu no saigo-hen,tt3029556
Rurôni Kenshin: Kyôto taika-hen,tt3029558
Rurôni Kenshin: Meiji kenkaku roman tan,tt1979319
Rush,tt1979320
Rush Hour,tt0120812
Rush Hour 2,tt0266915
Rush Hour 3,tt0293564
Rushmore,tt0128445
Russkiy kovcheg,tt0318034
Rustom,tt5165344
RV,tt0449089
Ryû to sobakasu no hime,tt13651628
S.W.A.T.,tt0257076
S1m0ne,tt0258153
Så som i himmelen,tt0382330
Saaho,tt6836936
Saat po long,tt0478024
Sabotage,tt1742334
Sabrina,tt0114319
Safe,tt0114323
Safe,tt1656190
Safe Haven,tt1702439
Safe House,tt1599348
Safety Not Guaranteed,tt1862079
Sahara,tt0318649
Saint Maud,tt7557108
Saints and Soldiers,tt0373283
Sala samobójców,tt1808454
Sala samobójców. Hejter,tt9506474
Salinjaui gieokbeob,tt5729348
Salinui chueok,tt0353969
Salmon Fishing in the Yemen,tt1441952
Salt,tt0944835
Salyut-7,tt6537238
Sam gang 2,tt0420251
Samâ uôzu,tt1474276
Samaria,tt0397619
Samaritan,tt5500218
Samba,tt3399024
Samrat Prithviraj,tt9637132
San Andreas,tt2126355
San ging chaat goo si,tt0386005
San wa,tt0365847
Sanctum,tt0881320
Sand Castle,tt2582576
Sandy Wexler,tt5893332
Sånger från andra våningen,tt0120263
Sanju,tt6452574
Santa's Slay,tt0393685
Sap ji sang ciu,tt1424310
Sardar Udham,tt10280296
Sarkar,tt7715202
Sarkaru Vaari Paata,tt12422308
SAS: Red Notice,tt4479380
Sátántangó,tt0111341
Saul fia,tt3808342
Sausage Party,tt1700841
Savage Grace,tt0379976
Savages,tt1615065
Save the Last Dance,tt0206275
Saving Face,tt0384504
Saving Grace,tt0195234
Saving Mr. Banks,tt2140373
Saving Private Ryan,tt0120815
Saving Silverman,tt0239948
Savior,tt0120070
Saw,tt0387564
Saw 3D,tt1477076
Saw II,tt0432348
Saw III,tt0489270
Saw IV,tt0890870
Saw V,tt1132626
Saw VI,tt1233227
Say It Isn't So,tt0239949
Scary Movie,tt0175142
Scary Movie 2,tt0257106
Scary Movie 3,tt0306047
Scary Movie 4,tt0362120
Scary Stories to Tell in the Dark,tt3387520
Scenic Route,tt2012011
Scent of a Woman,tt0105323
Schindler's List,tt0108052
School for Scoundrels,tt0462519
School of Rock,tt0332379
School Ties,tt0105327
Scoob!,tt3152592
Scooby-Doo,tt0267913
Scooby-Doo 2: Monsters Unleashed,tt0331632
Scoop,tt0457513
Scott Pilgrim vs. the World,tt0446029
Scouts Guide to the Zombie Apocalypse,tt1727776
Scream,tt0117571
Scream,tt11245972
Scream 2,tt0120082
Scream 3,tt0134084
Scream 4,tt1262416
Scream VI,tt17663992
Screamers,tt0114367
"Se, jie",tt0808357
Se7en,tt0114369
Sea Fever,tt2716382
Seabiscuit,tt0329575
Searching,tt7668870
Searching for Bobby Fischer,tt0108065
Season of the Witch,tt0479997
Second Act,tt2126357
Secondhand Lions,tt0327137
Secret in Their Eyes,tt1741273
Secret of the Wings,tt1217213
Secret Window,tt0363988
Secretariat,tt1028576
Secretary,tt0274812
Secrets & Lies,tt0117589
Section 375,tt8144834
Security,tt3501112
See How They Run,tt13640696
See No Evil,tt0437179
See You Yesterday,tt8743064
Seeking a Friend for the End of the World,tt1307068
Selena,tt0120094
Self/less,tt2140379
Selfiee,tt15516726
Selma,tt1020072
Semi-Pro,tt0839980
Sen Aydinlatirsin Geceyi,tt2905772
Sen to Chihiro no kamikakushi,tt0245429
Senior Year,tt5315212
Sennen joyû,tt0291350
Sense and Sensibility,tt0114388
Senseless,tt0120820
Seom,tt0255589
Seong lung wui,tt0105399
Seraphim Falls,tt0479537
Serbuan maut,tt1899353
Serbuan maut 2: Berandal,tt2265171
Serena,tt1247690
Serendipity,tt0240890
Serenity,tt0379786
Serenity,tt6476140
Sergio,tt8750570
Serial Mom,tt0111127
Serving Sara,tt0261289
Session 9,tt0261983
Set It Off,tt0117603
Set It Up,tt5304992
Seul contre tous,tt0157016
Seungriho,tt12838766
Seven Pounds,tt0814314
Seven Psychopaths,tt1931533
Seven Years in Tibet,tt0120102
Seventh Son,tt1121096
Severance,tt0464196
Sex and Death 101,tt0497972
Sex and the City,tt1000774
Sex Drive,tt1135985
Sex Tape,tt1956620
Sexy Beast,tt0203119
Sgt. Bilko,tt0117608
Shade,tt0323939
Shadow Dancer,tt1770734
Shadow in the Cloud,tt9691136
Shadow of the Vampire,tt0189998
Shadowlands,tt0108101
Shadows and Fog,tt0105378
Shaft,tt0162650
Shaft,tt4463894
Shakespeare in Love,tt0138097
Shall We Dance?,tt0358135
Shallow Grave,tt0111149
Shallow Hal,tt0256380
Shame,tt1723811
Shang-Chi and the Legend of the Ten Rings,tt9376612
Shanghai Knights,tt0300471
Shanghai Noon,tt0184894
Shaonian de ni,tt9586294
Shark Tale,tt0307453
Sharper,tt12573454
Shattered,tt0102900
Shattered Glass,tt0323944
Shaun of the Dead,tt0365748
Shaun the Sheep Movie,tt2872750
Shazam!,tt0448115
Shazam! Fury of the Gods,tt10151854
She Said,tt14807308
She's All That,tt0160862
She's Funny That Way,tt1767372
She's Out of My League,tt0815236
She's the Man,tt0454945
She's the One,tt0117628
Shelter,tt0942384
Sherlock Gnomes,tt2296777
Sherlock Holmes,tt0988045
Sherlock Holmes: A Game of Shadows,tt1515091
Sherni,tt10741542
Shershaah,tt10295212
Shi,tt1287878
Shi gan,tt0497986
Shi mian mai fu,tt0385004
Shiddat,tt11314148
Shimmer Lake,tt1386691
Shin Evangelion Gekijôban,tt2458948
Shin Gojira,tt4262980
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",tt0169858
Shin seiki Evangelion Gekijô-ban: Shito shinsei,tt0169880
Shine,tt0117631
Shingeki no kyojin,tt2072230
Shingeki no Kyojin: Chronicle,tt12415546
Shining Through,tt0105391
Shinobi,tt0475723
Shirley,tt8430598
Shiva Baby,tt11317142
Shoot 'Em Up,tt0465602
Shooter,tt0822854
Shooting Dogs,tt0420901
Short Cuts,tt0108122
Short Term 12,tt2370248
Shortbus,tt0367027
Shot Caller,tt4633690
Shotgun Stories,tt0952682
Shotgun Wedding,tt9686790
Showdown in Little Tokyo,tt0102915
Showtime,tt0284490
Shrek,tt0126029
Shrek 2,tt0298148
Shrek Forever After,tt0892791
Shrek the Third,tt0413267
Shrink,tt1247692
Shubh Mangal Zyada Saavdhan,tt10309906
Shutter,tt0440803
Shutter,tt0482599
Shutter Island,tt1130884
Sibirskiy tsiryulnik,tt0120125
Sicario,tt3397884
Sicario: Day of the Soldado,tt5052474
Sick,tt14642626
Side Effects,tt2053463
Sideways,tt0375063
Sidney Hall,tt1291566
Sierra Burgess Is a Loser,tt3120280
Sightseers,tt2023690
Signs,tt0286106
Silence,tt0490215
Silent Hill,tt0384537
Silent House,tt1767382
Silent Night,tt11628854
Silk,tt0494834
Silver Linings Playbook,tt1045658
Simmba,tt7212726
Simon Birch,tt0124879
Simply Irresistible,tt0145893
Sin City,tt0401792
Sin City: A Dame to Kill For,tt0458481
Sin nombre,tt1127715
Sin-gwa ham-kke: Jwi-wa beol,tt7160070
Sinbad: Legend of the Seven Seas,tt0165982
Sing,tt3470600
Sing 2,tt6467266
Sing si lip yan,tt0103950
Sing Street,tt3544112
Single All the Way,tt14315756
Single White Female,tt0105414
Singles,tt0105415
Sinister,tt1922777
Sinister 2,tt2752772
Sinsegye,tt2625030
Sirens,tt0111201
Sister Act,tt0105417
Sister Act 2: Back in the Habit,tt0108147
Sisters,tt1850457
Sita Ramam,tt20850406
Siu Lam juk kau,tt0286112
Siu nin Wong Fei Hung chi: Tit ma lau,tt0108148
Sivaji,tt0479751
Six Days Seven Nights,tt0120828
Six Degrees of Separation,tt0108149
Skin,tt6043142
Skjelvet,tt6523720
Sky Captain and the World of Tomorrow,tt0346156
Sky High,tt0405325
Skyfall,tt1074638
Skyggen i mit øje,tt9170516
Skyscraper,tt5758778
Slacker,tt0102943
Slackers,tt0240900
Slaughterhouse Rulez,tt6905696
Sleepers,tt0117665
Sleeping Beauty,tt1588398
Sleeping with Other People,tt3165612
Sleeping with the Enemy,tt0102945
Sleepless,tt2072233
Sleepless in Seattle,tt0108160
Sleepover,tt0368975
Sleepwalkers,tt0105428
Sleepy Hollow,tt0162661
Sleuth,tt0857265
Sliding Doors,tt0120148
Sling Blade,tt0117666
Slither,tt0439815
Sliver,tt0108162
Slow West,tt3205376
Slumberland,tt13320662
Slumdog Millionaire,tt1010048
Slums of Beverly Hills,tt0120831
Small Soldiers,tt0122718
Small Time Crooks,tt0196216
Small Town Crime,tt5751998
Smallfoot,tt6182908
Smile,tt15474916
Smiley Face,tt0780608
Smilla's Sense of Snow,tt0120152
Smoke,tt0114478
Smoke Signals,tt0120321
Smokin' Aces,tt0475394
Smurfs: The Lost Village,tt2398241
Snabba cash,tt1291652
Snake Eyes,tt0120832
Snake Eyes: G.I. Joe Origins,tt8404256
Snakes on a Plane,tt0417148
Snatch,tt0208092
Sneakers,tt0105435
Sniper,tt0108171
Snitch,tt0882977
Snow Angels,tt0453548
Snow Cake,tt0448124
Snow Day,tt0184907
Snow Dogs,tt0281373
Snow Falling on Cedars,tt0120834
Snow White and the Huntsman,tt1735898
Snow White: A Tale of Terror,tt0119227
Snowden,tt3774114
Snowpiercer,tt1706620
Snowtown,tt1680114
So I Married an Axe Murderer,tt0108174
So Undercover,tt1766094
Soapdish,tt0102951
Solace,tt1291570
Solaris,tt0307479
Soldier,tt0120157
Solitary Man,tt1294213
Solo: A Star Wars Story,tt3778644
Solomon Kane,tt0970452
Some Kind of Beautiful,tt1725986
Someone Great,tt8075260
Someone Like You...,tt0244970
Something Borrowed,tt0491152
Something New,tt0437777
Something to Talk About,tt0114496
Something's Gotta Give,tt0337741
Somewhere,tt1421051
Sommersby,tt0108185
Sommersturm,tt0420206
Son in Law,tt0108186
Son of a Gun,tt2452200
Son of God,tt3210686
Son of Rambow,tt0845046
Sonatine,tt0108188
Song of the Sea,tt1865505
Song to Song,tt2062700
Sonic the Hedgehog,tt3794354
Sonic the Hedgehog 2,tt12412888
Soodhu Kavvum,tt2877108
Soorarai Pottru,tt10189514
Sooryavanshi,tt9531772
Sophie Scholl - Die letzten Tage,tt0426578
Sorority Row,tt1232783
Sorry to Bother You,tt5688932
Sorry We Missed You,tt8359816
Soshite chichi ni naru,tt2331143
Soul,tt2948372
Soul Kitchen,tt1244668
Soul Surfer,tt1596346
Sound of Metal,tt5363618
Sound of My Voice,tt1748207
Source Code,tt0945513
Sous le sable,tt0240913
"South Park: Bigger, Longer & Uncut",tt0158983
Southbound,tt4935334
Southland Tales,tt0405336
Southpaw,tt1798684
Space Cowboys,tt0186566
Space Jam,tt0117705
Spanglish,tt0371246
Spare Parts,tt3233418
Spartan,tt0360009
Spawn,tt0120177
Speak No Evil,tt14253846
Special Correspondents,tt4181052
Species,tt0114508
Spectral,tt2106651
Spectre,tt2379713
Speed,tt0111257
Speed Racer,tt0811080
Spencer,tt12536294
Spenser Confidential,tt8629748
Sphere,tt0120184
Spider,tt0278731
Spider-Man,tt0145487
Spider-Man 2,tt0316654
Spider-Man 3,tt0413300
Spider-Man: Far from Home,tt6320628
Spider-Man: Homecoming,tt2250912
Spider-Man: Into the Spider-Verse,tt4633694
Spider-Man: No Way Home,tt10872600
Spiderhead,tt9783600
Spies in Disguise,tt5814534
Spinning Man,tt5616294
Spiral: From the Book of Saw,tt10342730
Spirit: Stallion of the Cimarron,tt0166813
Spirited,tt10999120
Splice,tt1017460
Splinter,tt1031280
Split,tt4972582
Split Second,tt0105459
Spontaneous,tt5774062
Spooks: The Greater Good,tt3321300
Spotlight,tt1895587
Spread,tt1186370
Spree,tt11394332
Spring,tt3395184
Spring Breakers,tt2101441
Spun,tt0283003
Sputnik,tt11905962
Spy,tt3079380
Spy Game,tt0266987
Spy Hard,tt0117723
Spy Kids,tt0227538
Spy Kids 2: Island of Lost Dreams,tt0287717
Spyder,tt6522546
Srpski film,tt1273235
Ssa-i-bo-geu-ji-man-gwen-chan-a,tt0497137
St. Trinian's,tt0964587
St. Vincent,tt2170593
Stage Beauty,tt0368658
Stake Land,tt1464580
Stalingrad,tt0108211
Stalingrad,tt1966566
Stan & Ollie,tt3385524
Stand Up Guys,tt1389096
Star Trek,tt0796366
Star Trek Beyond,tt2660888
Star Trek Into Darkness,tt1408101
Star Trek VI: The Undiscovered Country,tt0102975
Star Trek: First Contact,tt0117731
Star Trek: Generations,tt0111280
Star Trek: Insurrection,tt0120844
Star Trek: Nemesis,tt0253754
Star Wars: Episode I - The Phantom Menace,tt0120915
Star Wars: Episode II - Attack of the Clones,tt0121765
Star Wars: Episode III - Revenge of the Sith,tt0121766
Star Wars: Episode IX - The Rise of Skywalker,tt2527338
Star Wars: Episode VII - The Force Awakens,tt2488496
Star Wars: Episode VIII - The Last Jedi,tt2527336
Star Wars: The Clone Wars,tt1185834
Starbuck,tt1756750
Stardust,tt0486655
Stargate,tt0111282
Starred Up,tt2567712
Starry Eyes,tt2793490
Starship Troopers,tt0120201
Starship Troopers: Invasion,tt2085930
Starsky & Hutch,tt0335438
Starter for 10,tt0477095
State and Main,tt0120202
State of Grace,tt0100685
State of Play,tt0473705
Stay,tt0371257
Stay Alive,tt0441796
Stay Tuned,tt0105466
Stealing Beauty,tt0117737
Stealth,tt0382992
Step Brothers,tt0838283
Step Up,tt0462590
Step Up 2: The Streets,tt1023481
Step Up 3D,tt1193631
Step Up All In,tt2626350
Step Up Revolution,tt1800741
Stepmom,tt0120686
Steve Jobs,tt2080374
Stick It,tt0430634
Stigmata,tt0145531
Still Alice,tt3316960
Stillwater,tt10696896
Stir of Echoes,tt0164181
Stitches,tt2126362
Stockholm,tt6474040
Stoker,tt1682180
Stolen,tt1656186
Stomp the Yard,tt0775539
Stone,tt1423995
Stop-Loss,tt0489281
Storks,tt4624424
Stormbreaker,tt0457495
Storytelling,tt0250081
Stowaway,tt9203694
Straight Outta Compton,tt1398426
Strange Days,tt0114558
Strange Magic,tt4191054
Strange World,tt10298840
Stranger Than Fiction,tt0420223
Stranger: Mukô hadan,tt1121794
Straw Dogs,tt0999913
Street Kings,tt0421073
StreetDance 3D,tt1447972
Stretch,tt2494280
Strictly Ballroom,tt0105488
Striking Distance,tt0108238
Struck by Lightning,tt1791614
Stuart Little,tt0164912
Stuart Little 2,tt0243585
Stuber,tt7734218
Stuck,tt0758786
Stuck in Love,tt2205697
Stuck on You,tt0338466
Student of the Year,tt2172071
Studio 666,tt15374070
Submarine,tt1440292
Submarino,tt1322385
SubUrbia,tt0120238
Suburbicon,tt0491175
Suburra,tt4025514
Suchîmubôi,tt0348121
Sucker Punch,tt0978764
Sudden Death,tt0114576
Suffragette,tt3077214
Sugar & Spice,tt0186589
Suicide Kings,tt0120241
Suicide Squad,tt1386697
Suite Française,tt0900387
Sukiyaki uesutan Jango,tt0906665
Sukkar banat,tt0825236
Sully,tt3263904
Summer Catch,tt0234829
Summer of 84,tt5774450
Summer of Sam,tt0162677
Sunshine,tt0145503
Sunshine,tt0448134
Sunshine Cleaning,tt0862846
Super,tt1512235
Super 8,tt1650062
Super Dark Times,tt5112578
Super Troopers,tt0247745
Super Troopers 2,tt0859635
Superbad,tt0829482
Superintelligence,tt7178640
Superman Returns,tt0348150
Supernova,tt11169050
Superstar,tt0167427
Sur mes lèvres,tt0274117
Surf's Up,tt0423294
Surrogates,tt0986263
Surveillance,tt0409345
Surviving Christmas,tt0252028
Surviving the Game,tt0111323
Survivor,tt3247714
Suspect Zero,tt0324127
Suspiria,tt1034415
Suzume no Tojimari,tt16428256
Svart krabba,tt6708668
"Swades: We, the People",tt0367110
Swallow,tt8372298
Swan Song,tt13207508
Sweeney Todd: The Demon Barber of Fleet Street,tt0408236
Sweet and Lowdown,tt0158371
Sweet Girl,tt10731768
Sweet Home Alabama,tt0256415
Sweet November,tt0230838
Sweet Sixteen,tt0313670
Sweet Virginia,tt2582498
Swimfan,tt0283026
Swimming Pool,tt0324133
Swimming with Sharks,tt0114594
Swing Vote,tt1027862
Swingers,tt0117802
Swiss Army Man,tt4034354
Switch,tt0103016
Switchback,tt0119210
Swordfish,tt0244244
Sydney,tt0119256
Sydney White,tt0815244
Sylvia,tt0325055
Synchronic,tt9016974
Synchronicity,tt2049543
"Synecdoche, New York",tt0383028
Syriana,tt0365737
Syrup,tt0762138
Systemsprenger,tt8535968
T-34,tt8820590
T2 Trainspotting,tt2763304
Ta'm e guilass,tt0120265
Taare Zameen Par,tt0986264
Table 19,tt1412528
Tabutta Rövasata,tt0127311
Tacones lejanos,tt0103030
Taegukgi hwinalrimyeo,tt0386064
Taeksi woonjunsa,tt6878038
Tag,tt2854926
Tai gik Cheung Sam Fung,tt0108281
Tais-toi!,tt0310203
Take Me Home Tonight,tt0810922
Take Shelter,tt1675192
Take the Lead,tt0446046
Take This Waltz,tt1592281
Taken,tt0936501
Taken 2,tt1397280
Taken 3,tt2446042
Takers,tt1135084
Taking Lives,tt0364045
Taking Woodstock,tt1127896
Takva,tt0499262
Tales from the Crypt: Demon Knight,tt0114608
Tales from the Darkside: The Movie,tt0100740
Tall Girl,tt9252508
Talladega Nights: The Ballad of Ricky Bobby,tt0415306
Tallulah,tt1639084
Talvar,tt4934950
Tamara,tt0401815
Tamara Drewe,tt1486190
Tamasha,tt3148502
También la lluvia,tt1422032
Tangerine,tt3824458
Tangled,tt0398286
Tanhaji: The Unsung Warrior,tt8108274
Tank Girl,tt0114614
Tape,tt0275719
Tár,tt14444726
Tarde para la ira,tt4771896
Tarzan,tt0120855
Tasogare Seibei,tt0351817
Tau,tt4357394
Tau ming chong,tt0913968
Taxi,tt0152930
Taxi,tt4359416
Taxi 2,tt0183869
Taxi 3,tt0295721
Taxi 4,tt0804540
Taxi No. 9 2 11: Nau Do Gyarah,tt0476884
Taxidermia,tt0410730
Teaching Mrs. Tingle,tt0133046
Team America: World Police,tt0372588
Tears of the Sun,tt0314353
Ted,tt1637725
Ted 2,tt2637276
Teen Titans Go! To the Movies,tt7424200
Teen Wolf: The Movie,tt15486810
Teenage Mutant Ninja Turtles,tt0100758
Teenage Mutant Ninja Turtles,tt1291150
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,tt0103060
Teenage Mutant Ninja Turtles: Out of the Shadows,tt3949660
Teeth,tt0780622
Tekkon kinkurîto,tt0831888
Tenacious D in The Pick of Destiny,tt0365830
Tenet,tt6723592
Tengo ganas de ti,tt1797504
Tenki no ko,tt9426210
Terminal,tt4463816
Terminal Velocity,tt0111400
Terminator 2: Judgment Day,tt0103064
Terminator 3: Rise of the Machines,tt0181852
Terminator Genisys,tt1340138
Terminator Salvation,tt0438488
Terminator: Dark Fate,tt6450804
Terri,tt1687281
Terrifier,tt4281724
Terrifier 2,tt10403420
Tesis,tt0117883
Testament of Youth,tt1441953
Teströl és lélekröl,tt5607714
Tetris,tt12758060
Tetro,tt0964185
Texas Killing Fields,tt1389127
Thalaivaa,tt2617676
Thalaivi,tt10152736
Thani Oruvan,tt4987556
Thank God,tt13795296
Thank You for Smoking,tt0427944
Thank You for Your Service,tt2776878
Thanks for Sharing,tt1932718
Thappad,tt10964430
That Awkward Moment,tt1800246
That Thing You Do!,tt0117887
That's My Boy,tt1232200
That's What I Am,tt1606180
The 13th Warrior,tt0120657
The 15:17 to Paris,tt6802308
The 33,tt2006295
The 355,tt8356942
The 40 Year Old Virgin,tt0405422
The 51st State,tt0227984
The 5th Wave,tt2304933
The 6th Day,tt0216216
The A-Team,tt0429493
The Abandoned,tt0475937
The Accidental Husband,tt0809504
The Accountant,tt2140479
The Adam Project,tt2463208
The Addams Family,tt0101272
The Addams Family,tt1620981
The Addams Family 2,tt11125620
The Addiction,tt0112288
The Adjustment Bureau,tt1385826
The Adventures of Ford Fairlane,tt0098987
"The Adventures of Priscilla, Queen of the Desert",tt0109045
The Adventures of Tintin,tt0983193
The Aeronauts,tt6141246
The Aftermath,tt5977276
The Age of Adaline,tt1655441
The Age of Innocence,tt0106226
The Air I Breathe,tt0485851
The Alamo,tt0318974
The Amazing Spider-Man,tt0948470
The Amazing Spider-Man 2,tt1872181
The American,tt1440728
The American President,tt0112346
The Amityville Horror,tt0384806
The Angel,tt5968274
The Angels' Share,tt1924394
The Angriest Man in Brooklyn,tt1294970
The Angry Birds Movie 2,tt6095472
The Ant Bully,tt0429589
The Apostle,tt0118632
The Arrival,tt0115571
The Art of Getting By,tt1645080
The Art of Racing in the Rain,tt1478839
The Art of Self-Defense,tt7339248
The Art of the Steal,tt2172985
The Art of War,tt0160009
The Artist,tt1655442
The Assassination of Jesse James by the Coward Robert Ford,tt0443680
